iso_o,iso_d,year,FLOW,SOURCE_TF,XPTOT_o,IPTOT_o,XPTOT_d,IPTOT_d
BRA,PRT,1968,4.7083375e+06,DOTS_IP,8.799295e+08,9.7845914e+08,3.4316195e+08,4.6355466e+08
BRB,PRT,1968,0.0,DOTS_IP,1.6715014e+07,3.4708364e+07,3.4316195e+08,4.6355466e+08
BRN,PRT,1968,0.0,DOTS_IP,4.678754e+07,2.8750024e+07,3.4316195e+08,4.6355466e+08
BWA,PRT,1968,0.0,DOTS_IP,4.3697535e+06,1.3551428e+07,3.4316195e+08,4.6355466e+08
CAF,PRT,1968,0.0,DOTS_IP,1.4666679e+07,1.6125013e+07,3.4316195e+08,4.6355466e+08
CAN,PRT,1968,1.958335e+06,DOTS_IP,5.5966377e+09,5.4347546e+09,3.4316195e+08,4.6355466e+08
CHE,PRT,1968,1.5875013e+07,DOTS_IP,1.671418e+09,1.9897656e+09,3.4316195e+08,4.6355466e+08
CHL,PRT,1968,83333.41,DOTS_IP,4.361166e+08,3.1926346e+08,3.4316195e+08,4.6355466e+08
CHN,PRT,1968,41666.703,DOTS_IP,9.748924e+08,8.614924e+08,3.4316195e+08,4.6355466e+08
CIV,PRT,1968,0.0,DOTS_IP,2.0846643e+08,1.3154178e+08,3.4316195e+08,4.6355466e+08
CMR,PRT,1968,41666.703,DOTS_IP,7.873965e+07,7.616673e+07,3.4316195e+08,4.6355466e+08
COD,PRT,1968,0.0,DOTS_IP,2.6447605e+08,1.2994283e+08,3.4316195e+08,4.6355466e+08
COG,PRT,1968,0.0,DOTS_IP,3.740128e+07,3.506628e+07,3.4316195e+08,4.6355466e+08
COL,PRT,1968,333333.62,DOTS_IP,2.4936397e+08,2.6848355e+08,3.4316195e+08,4.6355466e+08
COM,PRT,1968,0.0,DOTS_IP,1.7014181e+06,2.9757942e+06,3.4316195e+08,4.6355466e+08
CPV,PRT,1968,375000.3,DOTS_IP,458333.72,3.6041698e+06,3.4316195e+08,4.6355466e+08
CRI,PRT,1968,0.0,DOTS_IP,8.05459e+07,8.825007e+07,3.4316195e+08,4.6355466e+08
CUB,PRT,1968,0.0,DOTS_IP,2.7125024e+08,4.5916704e+08,3.4316195e+08,4.6355466e+08
CYP,PRT,1968,,DOTS_IP,3.6583364e+07,7.041673e+07,3.4316195e+08,4.6355466e+08
CZSK,PRT,1968,958334.1,DOTS_IP,1.1889046e+09,1.2219296e+09,3.4316195e+08,4.6355466e+08
DJI,PRT,1968,0.0,DOTS_IP,1.4187511e+06,1.2254593e+07,3.4316195e+08,4.6355466e+08
DMA,PRT,1968,0.0,DOTS_IP,2.5760438e+06,4.1868785e+06,3.4316195e+08,4.6355466e+08
DNK,PRT,1968,4.29167e+06,DOTS_IP,1.0964175e+09,1.3422094e+09,3.4316195e+08,4.6355466e+08
DOM,PRT,1968,0.0,DOTS_IP,7.514131e+07,9.081258e+07,3.4316195e+08,4.6355466e+08
DZA,PRT,1968,0.0,DOTS_IP,3.95947e+08,3.3637526e+08,3.4316195e+08,4.6355466e+08
ECU,PRT,1968,0.0,DOTS_IP,1.1327801e+08,1.0645009e+08,3.4316195e+08,4.6355466e+08
EDEU,PRT,1968,250000.2,DOTS_IP,3.465403e+08,2.89324e+08,3.4316195e+08,4.6355466e+08
EGY,PRT,1968,541667.1,DOTS_IP,2.6446272e+08,2.739169e+08,3.4316195e+08,4.6355466e+08
ESP,PRT,1968,1.9997448e+07,ESP TENA JUNGUITO,7.200568e+08,1.4630803e+09,3.4316195e+08,4.6355466e+08
ETH,PRT,1968,0.0,DOTS_IP,4.5208788e+07,7.158339e+07,3.4316195e+08,4.6355466e+08
FIN,PRT,1968,1.7916681e+06,DOTS_IP,6.811672e+08,6.632922e+08,3.4316195e+08,4.6355466e+08
FJI,PRT,1968,0.0,DOTS_IP,2.0291684e+07,3.0708358e+07,3.4316195e+08,4.6355466e+08
FLK,PRT,1968,0.0,DOTS_IP,916667.44,458333.72,3.4316195e+08,4.6355466e+08
FRA,PRT,1968,3.0791692e+07,DOTS_IP,5.2936294e+09,5.8272133e+09,3.4316195e+08,4.6355466e+08
FRO,PRT,1968,164583.47,DOTS_XP,8.390007e+06,1.1904593e+07,3.4316195e+08,4.6355466e+08
GAB,PRT,1968,0.0,DOTS_IP,6.06238e+07,2.6583356e+07,3.4316195e+08,4.6355466e+08
GBR,PRT,1968,5.783338e+07,DOTS_IP,6.3937556e+09,7.899507e+09,3.4316195e+08,4.6355466e+08
GHA,PRT,1968,0.0,DOTS_IP,1.4661138e+08,1.276251e+08,3.4316195e+08,4.6355466e+08
GIB,PRT,1968,0.0,DOTS_IP,1.3333345e+06,1.1158343e+07,3.4316195e+08,4.6355466e+08
GIN,PRT,1968,0.0,DOTS_IP,2.2083352e+07,2.083335e+07,3.4316195e+08,4.6355466e+08
GLP,PRT,1968,0.0,DOTS_IP,1.590168e+07,4.2520036e+07,3.4316195e+08,4.6355466e+08
GMB,PRT,1968,166666.81,DOTS_IP,7.377923e+06,9.327091e+06,3.4316195e+08,4.6355466e+08
GNB,PRT,1968,1.250001e+06,DOTS_IP,3.5083362e+06,7.3333395e+06,3.4316195e+08,4.6355466e+08
GNQ,PRT,1968,,,1.5000013e+07,1.3333344e+07,3.4316195e+08,4.6355466e+08
GRC,PRT,1968,2.1250018e+06,DOTS_IP,2.1248101e+08,5.804658e+08,3.4316195e+08,4.6355466e+08
GRD,PRT,1968,0.0,DOTS_IP,2.0506268e+06,5.504588e+06,3.4316195e+08,4.6355466e+08
GRL,PRT,1968,0.0,DOTS_IP,5.2525045e+06,1.9891684e+07,3.4316195e+08,4.6355466e+08
GTM,PRT,1968,958334.1,DOTS_IP,1.0903801e+08,1.0391675e+08,3.4316195e+08,4.6355466e+08
GUF,PRT,1968,0.0,DOTS_IP,5.0045875e+06,2.1692518e+07,3.4316195e+08,4.6355466e+08
GUY,PRT,1968,41666.703,DOTS_IP,5.0486292e+07,4.4208372e+07,3.4316195e+08,4.6355466e+08
HKG,PRT,1968,1.5833346e+06,DOTS_IP,7.263756e+08,8.5695904e+08,3.4316195e+08,4.6355466e+08
HND,PRT,1968,0.0,DOTS_IP,9.94455e+07,7.696757e+07,3.4316195e+08,4.6355466e+08
HTI,PRT,1968,0.0,DOTS_IP,1.9429184e+07,1.7815924e+07,3.4316195e+08,4.6355466e+08
HUN,PRT,1968,83333.41,DOTS_IP,1.4583346e+08,1.4722234e+08,3.4316195e+08,4.6355466e+08
IDN,PRT,1968,458333.72,DOTS_IP,3.6318947e+08,3.00599e+08,3.4316195e+08,4.6355466e+08
IND,PRT,1968,125000.1,DOTS_IP,7.2812563e+08,1.04478426e+09,3.4316195e+08,4.6355466e+08
IRL,PRT,1968,166666.81,DOTS_IP,3.759374e+08,4.8900042e+08,3.4316195e+08,4.6355466e+08
IRN,PRT,1968,666667.25,DOTS_IP,8.0578106e+08,5.8041715e+08,3.4316195e+08,4.6355466e+08
IRQ,PRT,1968,1.2666677e+07,DOTS_IP,4.5804954e+08,1.7241682e+08,3.4316195e+08,4.6355466e+08
ISL,PRT,1968,833334.0,DOTS_IP,3.4125028e+07,5.7166716e+07,3.4316195e+08,4.6355466e+08
ISR,PRT,1968,166666.81,DOTS_IP,2.6683355e+08,4.4966704e+08,3.4316195e+08,4.6355466e+08
ITA,PRT,1968,2.6625022e+07,DOTS_IP,4.2321702e+09,4.2715453e+09,3.4316195e+08,4.6355466e+08
JAM,PRT,1968,0.0,DOTS_IP,1.21760104e+08,1.5958347e+08,3.4316195e+08,4.6355466e+08
JOR,PRT,1968,0.0,DOTS_IP,1.8987516e+07,6.6208388e+07,3.4316195e+08,4.6355466e+08
JPN,PRT,1968,3.208336e+06,DOTS_IP,5.303879e+09,5.3710044e+09,3.4316195e+08,4.6355466e+08
KEN,PRT,1968,0.0,DOTS_IP,1.07808424e+08,1.4819094e+08,3.4316195e+08,4.6355466e+08
KHM,PRT,1968,458333.72,DOTS_XP,3.6541696e+07,4.7208372e+07,3.4316195e+08,4.6355466e+08
KIR,PRT,1968,0.0,DOTS_IP,3.185836e+06,,3.4316195e+08,4.6355466e+08
KNA,PRT,1968,0.0,DOTS_IP,,3.7500032e+06,3.4316195e+08,4.6355466e+08
KOR,PRT,1968,0.0,DOTS_IP,1.8916683e+08,6.116672e+08,3.4316195e+08,4.6355466e+08
KWT,PRT,1968,0.0,DOTS_IP,7.635269e+08,2.5520853e+08,3.4316195e+08,4.6355466e+08
LAO,PRT,1968,0.0,DOTS_IP,2.5173885e+06,2.2376686e+07,3.4316195e+08,4.6355466e+08
LBN,PRT,1968,41666.703,DOTS_IP,1.1489176e+08,2.6295048e+08,3.4316195e+08,4.6355466e+08
LBR,PRT,1968,0.0,DOTS_IP,9.955008e+07,9.586864e+07,3.4316195e+08,4.6355466e+08
LBY,PRT,1968,0.0,DOTS_IP,8.2012026e+08,2.6998128e+08,3.4316195e+08,4.6355466e+08
LCA,PRT,1968,0.0,DOTS_IP,2.6139605e+06,6.1545885e+06,3.4316195e+08,4.6355466e+08
LKA,PRT,1968,166666.81,DOTS_IP,1.3800011e+08,1.520418e+08,3.4316195e+08,4.6355466e+08
LSO,PRT,1968,,,1.9716682e+06,1.3941678e+07,3.4316195e+08,4.6355466e+08
LUX,PRT,1968,483333.75,COW,,,3.4316195e+08,4.6355466e+08
MAC,PRT,1968,875000.75,DOTS_IP,1.2505844e+07,2.080735e+07,3.4316195e+08,4.6355466e+08
MAR,PRT,1968,2.0000016e+06,DOTS_IP,1.8620933e+08,2.3008352e+08,3.4316195e+08,4.6355466e+08
MDG,PRT,1968,83333.41,DOTS_IP,5.491171e+07,7.070839e+07,3.4316195e+08,4.6355466e+08
MDV,PRT,1968,0.0,DOTS_IP,984738.3,904800.75,3.4316195e+08,4.6355466e+08
MEX,PRT,1968,708333.94,DOTS_IP,6.597376e+08,9.0723974e+08,3.4316195e+08,4.6355466e+08
MLI,PRT,1968,0.0,DOTS_IP,5.2708375e+06,1.3612739e+07,3.4316195e+08,4.6355466e+08
MLT,PRT,1968,41666.703,DOTS_IP,1.3666678e+07,4.975421e+07,3.4316195e+08,4.6355466e+08
MMR,PRT,1968,166666.81,DOTS_XP,4.7755456e+07,7.036256e+07,3.4316195e+08,4.6355466e+08
MNG,PRT,1968,0.0,DOTS_IP,,,3.4316195e+08,4.6355466e+08
MOZ,PRT,1968,2.5666688e+07,DOTS_IP,7.420465e+07,1.1144558e+08,3.4316195e+08,4.6355466e+08
MRT,PRT,1968,83333.41,DOTS_IP,3.4885444e+07,1.4707512e+07,3.4316195e+08,4.6355466e+08
MTQ,PRT,1968,0.0,DOTS_IP,2.1377934e+07,4.5573372e+07,3.4316195e+08,4.6355466e+08
MUS,PRT,1968,0.0,DOTS_IP,3.0708358e+07,2.9333358e+07,3.4316195e+08,4.6355466e+08
MWI,PRT,1968,83333.41,DOTS_IP,2.07521e+07,3.222086e+07,3.4316195e+08,4.6355466e+08
MYS,PRT,1968,916667.44,DOTS_IP,6.313668e+08,4.9646746e+08,3.4316195e+08,4.6355466e+08
NAM,PRT,1968,0.0,DOTS_IP,,,3.4316195e+08,4.6355466e+08
NCL,PRT,1968,0.0,DOTS_IP,4.717754e+07,3.8935864e+07,3.4316195e+08,4.6355466e+08
NER,PRT,1968,583333.8,DOTS_IP,1.3555428e+07,1.6585014e+07,3.4316195e+08,4.6355466e+08
NGA,PRT,1968,5.416671e+06,DOTS_IP,2.4670853e+08,2.2487517e+08,3.4316195e+08,4.6355466e+08
NIC,PRT,1968,916667.44,DOTS_IP,7.132339e+07,7.693757e+07,3.4316195e+08,4.6355466e+08
NLD,PRT,1968,1.0916676e+07,DOTS_IP,3.4749358e+09,4.413247e+09,3.4316195e+08,4.6355466e+08
NOR,PRT,1968,3.5416695e+06,DOTS_IP,8.069174e+08,1.1270427e+09,3.4316195e+08,4.6355466e+08
NPL,PRT,1968,0.0,DOTS_IP,2.0214016e+07,2.326752e+07,3.4316195e+08,4.6355466e+08
NRU,PRT,1968,0.0,DOTS_IP,,,3.4316195e+08,4.6355466e+08
NZL,PRT,1968,958334.1,DOTS_IP,4.7519082e+08,3.8165446e+08,3.4316195e+08,4.6355466e+08
OMN,PRT,1968,0.0,DOTS_IP,1.8229182e+08,2.9666692e+07,3.4316195e+08,4.6355466e+08
PAK,PRT,1968,2.2083352e+06,DOTS_IP,3.0550026e+08,4.3687536e+08,3.4316195e+08,4.6355466e+08
PAN,PRT,1968,0.0,DOTS_IP,7.167756e+07,1.9841933e+08,3.4316195e+08,4.6355466e+08
PER,PRT,1968,250000.2,DOTS_IP,4.0104534e+08,2.6254187e+08,3.4316195e+08,4.6355466e+08
PHL,PRT,1968,41666.703,DOTS_IP,4.5466288e+08,5.52417e+08,3.4316195e+08,4.6355466e+08
PNG,PRT,1968,0.0,DOTS_IP,3.2750028e+07,7.3885896e+07,3.4316195e+08,4.6355466e+08
POL,PRT,1968,1.3750011e+06,DOTS_IP,1.1907301e+09,1.188751e+09,3.4316195e+08,4.6355466e+08
PRK,PRT,1968,0.0,DOTS_IP,2.5391688e+07,,3.4316195e+08,4.6355466e+08
PRT,AFG,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,3.5875028e+07,5.1847544e+07
PRT,AGO,1968,4.6041704e+07,DOTS_IP,3.4316195e+08,4.6355466e+08,1.19470936e+08,1.28416776e+08
PRT,ALB,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,6.9504225e+06,1.0950009e+07
PRT,ANT,1968,683333.9,DOTS_IP,3.4316195e+08,4.6355466e+08,2.7396483e+08,3.3524426e+08
PRT,ARE,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.3938762e+08,1.1666677e+08
PRT,ARG,1968,583333.8,DOTS_IP,3.4316195e+08,4.6355466e+08,6.5196806e+08,4.930305e+08
PRT,ATG,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,3.333336e+06,1.0416675e+07
PRT,AUS,1968,1.7875015e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,1.4649595e+09,1.792589e+09
PRT,AUT,1968,4.916671e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,8.291257e+08,1.0405009e+09
PRT,BDI,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.1916676e+07,9.504758e+06
PRT,BEL,1968,9.250008e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,3.404586e+09,3.4980444e+09
PRT,BEN,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,9.334174e+06,2.1172934e+07
PRT,BFA,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,8.708341e+06,1.579168e+07
PRT,BGD,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,,
PRT,BGR,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,6.766387e+08,7.478639e+08
PRT,BHR,1968,83333.41,DOTS_XP,3.4316195e+08,4.6355466e+08,8.7937576e+07,8.13834e+07
PRT,BHS,1968,37500.03,DOTS_IP,3.4316195e+08,4.6355466e+08,2.1141684e+07,9.663849e+07
PRT,BLZ,1968,2500.0,DOTS_IP,3.4316195e+08,4.6355466e+08,9.305841e+06,1.671687e+07
PRT,BMU,1968,83333.41,DOTS_IP,3.4316195e+08,4.6355466e+08,1.140001e+07,4.8765836e+07
PRT,BOL,1968,97500.08,DOTS_IP,3.4316195e+08,4.6355466e+08,7.110298e+07,6.3687132e+07
PRT,BRA,1968,4.4000035e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,8.799295e+08,9.7845914e+08
PRT,BRB,1968,41666.703,DOTS_IP,3.4316195e+08,4.6355466e+08,1.6715014e+07,3.4708364e+07
PRT,BRN,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,4.678754e+07,2.8750024e+07
PRT,BWA,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,4.3697535e+06,1.3551428e+07
PRT,CAF,1968,166666.81,DOTS_IP,3.4316195e+08,4.6355466e+08,1.4666679e+07,1.6125013e+07
PRT,CAN,1968,5.2083375e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,5.5966377e+09,5.4347546e+09
PRT,CHE,1968,6.541672e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,1.671418e+09,1.9897656e+09
PRT,CHL,1968,120833.44,DOTS_IP,3.4316195e+08,4.6355466e+08,4.361166e+08,3.1926346e+08
PRT,CHN,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,9.748924e+08,8.614924e+08
PRT,CIV,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,2.0846643e+08,1.3154178e+08
PRT,CMR,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,7.873965e+07,7.616673e+07
PRT,COD,1968,1.4166679e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,2.6447605e+08,1.2994283e+08
PRT,COG,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,3.740128e+07,3.506628e+07
PRT,COL,1968,45833.37,DOTS_IP,3.4316195e+08,4.6355466e+08,2.4936397e+08,2.6848355e+08
PRT,COM,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.7014181e+06,2.9757942e+06
PRT,CPV,1968,1.8750016e+06,DOTS_XP,3.4316195e+08,4.6355466e+08,458333.72,3.6041698e+06
PRT,CRI,1968,41666.7,DOTS_XP,3.4316195e+08,4.6355466e+08,8.05459e+07,8.825007e+07
PRT,CUB,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,2.7125024e+08,4.5916704e+08
PRT,CYP,1968,1.04166756e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,3.6583364e+07,7.041673e+07
PRT,CZSK,1968,791667.3,DOTS_XP,3.4316195e+08,4.6355466e+08,1.1889046e+09,1.2219296e+09
PRT,DJI,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.4187511e+06,1.2254593e+07
PRT,DMA,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,2.5760438e+06,4.1868785e+06
PRT,DNK,1968,8.250007e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,1.0964175e+09,1.3422094e+09
PRT,DOM,1968,129166.77,DOTS_IP,3.4316195e+08,4.6355466e+08,7.514131e+07,9.081258e+07
PRT,DZA,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,3.95947e+08,3.3637526e+08
PRT,ECU,1968,129166.77,DOTS_IP,3.4316195e+08,4.6355466e+08,1.1327801e+08,1.0645009e+08
PRT,EDEU,1968,208333.5,DOTS_XP,3.4316195e+08,4.6355466e+08,3.465403e+08,2.89324e+08
PRT,EGY,1968,83333.41,DOTS_XP,3.4316195e+08,4.6355466e+08,2.6446272e+08,2.739169e+08
PRT,ESP,1968,6.129252e+06,ESP TENA JUNGUITO,3.4316195e+08,4.6355466e+08,7.200568e+08,1.4630803e+09
PRT,ETH,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,4.5208788e+07,7.158339e+07
PRT,FIN,1968,3.2916695e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,6.811672e+08,6.632922e+08
PRT,FJI,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,2.0291684e+07,3.0708358e+07
PRT,FRA,1968,1.554168e+07,DOTS_IP,3.4316195e+08,4.6355466e+08,5.2936294e+09,5.8272133e+09
PRT,FRO,1968,26250.02,DOTS_IP,3.4316195e+08,4.6355466e+08,8.390007e+06,1.1904593e+07
PRT,GAB,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,6.06238e+07,2.6583356e+07
PRT,GBR,1968,7.429173e+07,DOTS_IP,3.4316195e+08,4.6355466e+08,6.3937556e+09,7.899507e+09
PRT,GHA,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.4661138e+08,1.276251e+08
PRT,GIB,1968,125000.1,DOTS_XP,3.4316195e+08,4.6355466e+08,1.3333345e+06,1.1158343e+07
PRT,GIN,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,2.2083352e+07,2.083335e+07
PRT,GLP,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.590168e+07,4.2520036e+07
PRT,GMB,1968,7500.0063,DOTS_IP,3.4316195e+08,4.6355466e+08,7.377923e+06,9.327091e+06
PRT,GNB,1968,4.6666705e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,3.5083362e+06,7.3333395e+06
PRT,GNQ,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.5000013e+07,1.3333344e+07
PRT,GRC,1968,1.1166676e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,2.1248101e+08,5.804658e+08
PRT,GRD,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,2.0506268e+06,5.504588e+06
PRT,GRL,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,5.2525045e+06,1.9891684e+07
PRT,GTM,1968,83333.41,DOTS_IP,3.4316195e+08,4.6355466e+08,1.0903801e+08,1.0391675e+08
PRT,GUF,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,5.0045875e+06,2.1692518e+07
PRT,GUY,1968,41666.7,DOTS_XP,3.4316195e+08,4.6355466e+08,5.0486292e+07,4.4208372e+07
PRT,HKG,1968,541667.1,DOTS_IP,3.4316195e+08,4.6355466e+08,7.263756e+08,8.5695904e+08
PRT,HND,1968,41666.7,DOTS_XP,3.4316195e+08,4.6355466e+08,9.94455e+07,7.696757e+07
PRT,HTI,1968,4166.67,DOTS_IP,3.4316195e+08,4.6355466e+08,1.9429184e+07,1.7815924e+07
PRT,HUN,1968,250000.2,DOTS_XP,3.4316195e+08,4.6355466e+08,1.4583346e+08,1.4722234e+08
PRT,IDN,1968,291666.9,DOTS_XP,3.4316195e+08,4.6355466e+08,3.6318947e+08,3.00599e+08
PRT,IND,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,7.2812563e+08,1.04478426e+09
PRT,IRL,1968,1.125001e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,3.759374e+08,4.8900042e+08
PRT,IRN,1968,458333.72,DOTS_IP,3.4316195e+08,4.6355466e+08,8.0578106e+08,5.8041715e+08
PRT,IRQ,1968,458333.72,DOTS_IP,3.4316195e+08,4.6355466e+08,4.5804954e+08,1.7241682e+08
PRT,ISL,1968,83333.41,DOTS_IP,3.4316195e+08,4.6355466e+08,3.4125028e+07,5.7166716e+07
PRT,ISR,1968,1.125001e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,2.6683355e+08,4.4966704e+08
PRT,ITA,1968,7.541673e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,4.2321702e+09,4.2715453e+09
PRT,JAM,1968,83333.41,DOTS_XP,3.4316195e+08,4.6355466e+08,1.21760104e+08,1.5958347e+08
PRT,JOR,1968,166666.81,DOTS_IP,3.4316195e+08,4.6355466e+08,1.8987516e+07,6.6208388e+07
PRT,JPN,1968,3.208336e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,5.303879e+09,5.3710044e+09
PRT,KEN,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.07808424e+08,1.4819094e+08
PRT,KHM,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,3.6541696e+07,4.7208372e+07
PRT,KIR,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,3.185836e+06,
PRT,KNA,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,,3.7500032e+06
PRT,KOR,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.8916683e+08,6.116672e+08
PRT,KWT,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,7.635269e+08,2.5520853e+08
PRT,LAO,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,2.5173885e+06,2.2376686e+07
PRT,LBN,1968,862500.75,DOTS_IP,3.4316195e+08,4.6355466e+08,1.1489176e+08,2.6295048e+08
PRT,LBR,1968,1250.0,DOTS_IP,3.4316195e+08,4.6355466e+08,9.955008e+07,9.586864e+07
PRT,LBY,1968,,DOTS_IP,3.4316195e+08,4.6355466e+08,8.2012026e+08,2.6998128e+08
PRT,LCA,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,2.6139605e+06,6.1545885e+06
PRT,LKA,1968,291666.9,DOTS_XP,3.4316195e+08,4.6355466e+08,1.3800011e+08,1.520418e+08
PRT,LSO,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.9716682e+06,1.3941678e+07
PRT,LUX,1968,412500.34,COW,3.4316195e+08,4.6355466e+08,,
PRT,MAC,1968,208333.5,DOTS_XP,3.4316195e+08,4.6355466e+08,1.2505844e+07,2.080735e+07
PRT,MAR,1968,2.666669e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,1.8620933e+08,2.3008352e+08
PRT,MDG,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,5.491171e+07,7.070839e+07
PRT,MDV,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,984738.3,904800.75
PRT,MEX,1968,500000.4,DOTS_IP,3.4316195e+08,4.6355466e+08,6.597376e+08,9.0723974e+08
PRT,MLI,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,5.2708375e+06,1.3612739e+07
PRT,MLT,1968,8333.34,DOTS_IP,3.4316195e+08,4.6355466e+08,1.3666678e+07,4.975421e+07
PRT,MMR,1968,250000.2,DOTS_IP,3.4316195e+08,4.6355466e+08,4.7755456e+07,7.036256e+07
PRT,MNG,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,,
PRT,MOZ,1968,3.2250026e+07,DOTS_IP,3.4316195e+08,4.6355466e+08,7.420465e+07,1.1144558e+08
PRT,MRT,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,3.4885444e+07,1.4707512e+07
PRT,MTQ,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,2.1377934e+07,4.5573372e+07
PRT,MUS,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,3.0708358e+07,2.9333358e+07
PRT,MWI,1968,,DOTS_IP,3.4316195e+08,4.6355466e+08,2.07521e+07,3.222086e+07
PRT,MYS,1968,258333.55,DOTS_IP,3.4316195e+08,4.6355466e+08,6.313668e+08,4.9646746e+08
PRT,NAM,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,,
PRT,NCL,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,4.717754e+07,3.8935864e+07
PRT,NER,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,1.3555428e+07,1.6585014e+07
PRT,NGA,1968,541667.1,DOTS_IP,3.4316195e+08,4.6355466e+08,2.4670853e+08,2.2487517e+08
PRT,NIC,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,7.132339e+07,7.693757e+07
PRT,NLD,1968,5.458338e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,3.4749358e+09,4.413247e+09
PRT,NOR,1968,4.500004e+06,DOTS_IP,3.4316195e+08,4.6355466e+08,8.069174e+08,1.1270427e+09
PRT,NRU,1968,0.0,DOTS_IP,3.4316195e+08,4.6355466e+08,,
PRT,NZL,1968,291666.9,DOTS_XP,3.4316195e+08,4.6355466e+08,4.7519082e+08,3.8165446e+08
PRT,OMN,1968,41666.7,DOTS_XP,3.4316195e+08,4.6355466e+08,1.8229182e+08,2.9666692e+07
PRT,PAK,1968,458333.72,DOTS_IP,3.4316195e+08,4.6355466e+08,3.0550026e+08,4.3687536e+08
PRT,PAN,1968,41666.7,DOTS_XP,3.4316195e+08,4.6355466e+08,7.167756e+07,1.9841933e+08
