iso_o,iso_d,year,FLOW,SOURCE_TF,XPTOT_o,IPTOT_o,XPTOT_d,IPTOT_d
PRT,BOL,1964,71428.6,DOTS_IP,1.9287222e+08,2.7085725e+08,4.0678588e+07,3.6750016e+07
PRT,BRA,1964,589286.0,DOTS_IP,1.9287222e+08,2.7085725e+08,5.6960595e+08,4.953145e+08
PRT,BRB,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.2561863e+07,2.2464296e+07
PRT,BRN,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.1785724e+07,1.1071433e+07
PRT,BWA,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,4.222002e+06,4.664502e+06
PRT,CAF,1964,107142.91,DOTS_IP,1.9287222e+08,2.7085725e+08,1.0321433e+07,1.0535719e+07
PRT,CAN,1964,3.4642872e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,2.871537e+09,2.7960727e+09
PRT,CHE,1964,3.7500018e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,9.4485754e+08,1.3154054e+09
PRT,CHL,1964,71428.6,DOTS_IP,1.9287222e+08,2.7085725e+08,2.5032154e+08,2.1732152e+08
PRT,CHN,1964,71428.6,DOTS_XP,1.9287222e+08,2.7085725e+08,8.037075e+08,6.107574e+08
PRT,CIV,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.22920056e+08,8.7321464e+07
PRT,CMR,1964,,DOTS_IP,1.9287222e+08,2.7085725e+08,6.1821456e+07,4.169807e+07
PRT,COD,1964,928571.8,DOTS_IP,1.9287222e+08,2.7085725e+08,1.5452149e+08,1.02928616e+08
PRT,COG,1964,142857.2,DOTS_IP,1.9287222e+08,2.7085725e+08,1.6928578e+07,2.300001e+07
PRT,COL,1964,107142.91,DOTS_IP,1.9287222e+08,2.7085725e+08,2.0843938e+08,2.0903579e+08
PRT,COM,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.4265292e+06,2.1803045e+06
PRT,CPV,1964,1.1428576e+06,DOTS_XP,1.9287222e+08,2.7085725e+08,250000.11,2.5357152e+06
PRT,CRI,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,4.3986804e+07,4.914288e+07
PRT,CUB,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.5500011e+08,3.6392874e+08
PRT,CYP,1964,678571.75,DOTS_IP,1.9287222e+08,2.7085725e+08,2.1357152e+07,3.739287e+07
PRT,CZSK,1964,642857.44,DOTS_XP,1.9287222e+08,2.7085725e+08,7.8006445e+08,7.3789875e+08
PRT,DJI,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,464285.9,1.4642864e+07
PRT,DMA,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.8006222e+06,3.1170762e+06
PRT,DNK,1964,4.500002e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,7.540003e+08,9.321076e+08
PRT,DOM,1964,142857.2,DOTS_XP,1.9287222e+08,2.7085725e+08,7.1896456e+07,7.01786e+07
PRT,DZA,1964,71428.6,DOTS_IP,1.9287222e+08,2.7085725e+08,2.817937e+08,2.5063971e+08
PRT,ECU,1964,157142.92,DOTS_IP,1.9287222e+08,2.7085725e+08,8.0067896e+07,6.053574e+07
PRT,EDEU,1964,178571.5,DOTS_XP,1.9287222e+08,2.7085725e+08,1.7736936e+08,1.6311078e+08
PRT,EGY,1964,71428.6,DOTS_XP,1.9287222e+08,2.7085725e+08,1.9264294e+08,3.4039302e+08
PRT,ESP,1964,6.5714315e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,3.9174154e+08,8.0050035e+08
PRT,ETH,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,3.7464304e+07,4.3714304e+07
PRT,FIN,1964,1.1428576e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,4.6050022e+08,5.348931e+08
PRT,FJI,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.225001e+07,2.432144e+07
PRT,FRA,1964,9.821433e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,3.203573e+09,3.5751803e+09
PRT,FRO,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,7.0357175e+06,8.2500035e+06
PRT,GAB,1964,,DOTS_IP,1.9287222e+08,2.7085725e+08,3.8964304e+07,1.9821438e+07
PRT,GBR,1964,3.139287e+07,DOTS_IP,1.9287222e+08,2.7085725e+08,4.468859e+09,5.621788e+09
PRT,GHA,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.1471434e+08,1.21500056e+08
PRT,GIB,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.0035719e+06,1.8514294e+07
PRT,GIN,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.535715e+07,1.7500008e+07
PRT,GLP,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.4107149e+07,2.8357156e+07
PRT,GMB,1964,7857.15,DOTS_IP,1.9287222e+08,2.7085725e+08,3.6071445e+06,4.335716e+06
PRT,GNB,1964,2.500001e+06,DOTS_XP,1.9287222e+08,2.7085725e+08,3.3678588e+06,5.3627525e+06
PRT,GNQ,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.1785719e+07,8.2142895e+06
PRT,GRC,1964,1.071429e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,1.1025005e+08,3.565649e+08
PRT,GRD,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.5043721e+06,3.6818588e+06
PRT,GRL,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,3.8571445e+06,1.021429e+07
PRT,GTM,1964,35714.3,DOTS_IP,1.9287222e+08,2.7085725e+08,7.211431e+07,7.196432e+07
PRT,GUF,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.2892862e+06,5.714288e+06
PRT,GUY,1964,107142.91,DOTS_IP,1.9287222e+08,2.7085725e+08,4.160002e+07,3.1285728e+07
PRT,HKG,1964,107142.91,DOTS_IP,1.9287222e+08,2.7085725e+08,3.286123e+08,5.235522e+08
PRT,HND,1964,35714.3,DOTS_IP,1.9287222e+08,2.7085725e+08,3.8343588e+07,3.6571444e+07
PRT,HTI,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.9107152e+07,1.3769486e+07
PRT,HUN,1964,285714.4,DOTS_XP,1.9287222e+08,2.7085725e+08,3.2938365e+08,3.6252915e+08
PRT,IDN,1964,214285.81,DOTS_XP,1.9287222e+08,2.7085725e+08,2.5864298e+08,2.4282155e+08
PRT,IND,1964,107142.91,DOTS_IP,1.9287222e+08,2.7085725e+08,6.041788e+08,9.552764e+08
PRT,IRL,1964,750000.3,DOTS_IP,1.9287222e+08,2.7085725e+08,2.288751e+08,3.456073e+08
PRT,IRN,1964,107142.91,DOTS_IP,1.9287222e+08,2.7085725e+08,4.3471446e+08,2.4332848e+08
PRT,IRQ,1964,500000.22,DOTS_IP,1.9287222e+08,2.7085725e+08,3.3632515e+08,1.4389293e+08
PRT,ISL,1964,71428.6,DOTS_IP,1.9287222e+08,2.7085725e+08,3.9642876e+07,4.667859e+07
PRT,ISR,1964,1.6428579e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,1.3117863e+08,2.9757155e+08
PRT,ITA,1964,5.071431e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,2.1101439e+09,2.561144e+09
PRT,JAM,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.0219147e+08,1.0060718e+08
PRT,JOR,1964,321428.72,DOTS_IP,1.9287222e+08,2.7085725e+08,1.0000004e+07,5.3428596e+07
PRT,JPN,1964,2.2142868e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,2.2644296e+09,2.6907868e+09
PRT,KEN,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,7.945003e+07,9.373381e+07
PRT,KHM,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.657144e+07,2.8357156e+07
PRT,KIR,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,954643.25,
PRT,KNA,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,,2.857144e+06
PRT,KOR,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,4.1535732e+07,1.5049032e+08
PRT,KWT,1964,71428.6,DOTS_XP,1.9287222e+08,2.7085725e+08,5.398717e+08,1.1517862e+08
PRT,LAO,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,175000.08,8.607147e+06
PRT,LBN,1964,357143.0,DOTS_IP,1.9287222e+08,2.7085725e+08,6.741431e+07,1.6764877e+08
PRT,LBR,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,6.6035744e+07,6.907146e+07
PRT,LBY,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.6228584e+08,1.0435719e+08
PRT,LCA,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.0477045e+06,4.2545735e+06
PRT,LKA,1964,142857.2,DOTS_XP,1.9287222e+08,2.7085725e+08,1.3725006e+08,1.471072e+08
PRT,LSO,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.142858e+06,8.571432e+06
PRT,LUX,1964,275000.12,COW,1.9287222e+08,2.7085725e+08,,
PRT,MAC,1964,250000.11,DOTS_IP,1.9287222e+08,2.7085725e+08,7.571432e+06,1.717858e+07
PRT,MAR,1964,1.535715e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,1.7270722e+08,1.6545397e+08
PRT,MDG,1964,35714.3,DOTS_IP,1.9287222e+08,2.7085725e+08,3.804287e+07,4.8285736e+07
PRT,MDV,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,763800.3,789443.2
PRT,MEX,1964,428571.62,DOTS_IP,1.9287222e+08,2.7085725e+08,4.0901517e+08,5.682649e+08
PRT,MLI,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,5.8571455e+06,1.2964291e+07
PRT,MLT,1964,7142.8604,DOTS_IP,1.9287222e+08,2.7085725e+08,6.89286e+06,3.3300014e+07
PRT,MMR,1964,214285.81,DOTS_IP,1.9287222e+08,2.7085725e+08,8.300397e+07,9.453575e+07
PRT,MNG,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,,
PRT,MOZ,1964,1.7714294e+07,DOTS_IP,1.9287222e+08,2.7085725e+08,4.2881836e+07,5.749022e+07
PRT,MRT,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.067858e+07,5.821431e+06
PRT,MTQ,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.3392864e+07,2.7857156e+07
PRT,MUS,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.8785726e+07,2.8500012e+07
PRT,MWI,1964,39285.73,DOTS_IP,1.9287222e+08,2.7085725e+08,1.2892863e+07,1.6225007e+07
PRT,MYS,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,3.9456803e+08,3.73918e+08
PRT,NAM,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,,
PRT,NCL,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.225001e+07,1.9464294e+07
PRT,NER,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,9.285718e+06,1.1607148e+07
PRT,NGA,1964,285714.4,DOTS_IP,1.9287222e+08,2.7085725e+08,2.1467867e+08,2.5389296e+08
PRT,NIC,1964,107142.91,DOTS_IP,1.9287222e+08,2.7085725e+08,4.6110736e+07,4.8939308e+07
PRT,NLD,1964,4.250002e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,2.0599653e+09,2.7465948e+09
PRT,NOR,1964,1.8214294e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,4.5935738e+08,7.0707174e+08
PRT,NRU,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,,
PRT,NZL,1964,250000.11,DOTS_XP,1.9287222e+08,2.7085725e+08,4.1410374e+08,3.4139302e+08
PRT,OMN,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.4772734e+07,5.214288e+06
PRT,PAK,1964,821428.94,DOTS_IP,1.9287222e+08,2.7085725e+08,1.7460722e+08,3.513573e+08
PRT,PAN,1964,39285.73,DOTS_IP,1.9287222e+08,2.7085725e+08,4.8293948e+07,1.1729541e+08
PRT,PER,1964,178571.5,DOTS_IP,1.9287222e+08,2.7085725e+08,2.8492512e+08,2.0671438e+08
PRT,PHL,1964,321428.72,DOTS_IP,1.9287222e+08,2.7085725e+08,3.0342512e+08,3.1266573e+08
PRT,PNG,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.5500007e+07,3.4195372e+07
PRT,POL,1964,500000.22,DOTS_XP,1.9287222e+08,2.7085725e+08,7.4875034e+08,7.400003e+08
PRT,PRK,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.0057147e+07,
PRT,PRY,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.1167866e+07,1.8285722e+07
PRT,PYF,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,3.9667208e+06,2.5427594e+07
PRT,QAT,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,5.3928596e+07,1.785715e+07
PRT,REU,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,6.6703985e+06,1.5889308e+07
PRT,ROM,1964,653571.7,DOTS_IP,1.9287222e+08,2.7085725e+08,3.5672515e+08,4.5798234e+08
PRT,RWA,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,4.285716e+06,4.285716e+06
PRT,SAU,1964,214285.81,DOTS_XP,1.9287222e+08,2.7085725e+08,4.5273008e+08,1.31383176e+08
PRT,SDN,1964,357143.0,DOTS_IP,1.9287222e+08,2.7085725e+08,7.014289e+07,9.757147e+07
PRT,SEN,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,5.3493236e+07,6.2773436e+07
PRT,SGP,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,3.234005e+08,4.060002e+08
PRT,SHN,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,,
PRT,SLB,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.6240008e+06,2.4945832e+06
PRT,SLE,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,3.80943e+07,3.560716e+07
PRT,SLV,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,6.3607172e+07,6.81786e+07
PRT,SOM,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,,
PRT,STP,1964,750000.3,DOTS_XP,1.9287222e+08,2.7085725e+08,2.142858e+06,1.7857151e+06
PRT,SUR,1964,35714.3,DOTS_IP,1.9287222e+08,2.7085725e+08,2.0982152e+07,2.8750012e+07
PRT,SWE,1964,6.8214315e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,1.3087506e+09,1.3710006e+09
PRT,SWZ,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.1345005e+07,9.642861e+06
PRT,SYC,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,489000.22,884253.94
PRT,SYR,1964,357143.0,DOTS_IP,1.9287222e+08,2.7085725e+08,8.487504e+07,8.3857176e+07
PRT,TCD,1964,35714.3,DOTS_IP,1.9287222e+08,2.7085725e+08,9.467754e+06,1.2351184e+07
PRT,TGO,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.2267862e+07,1.4750007e+07
PRT,THA,1964,71428.6,DOTS_IP,1.9287222e+08,2.7085725e+08,2.1186474e+08,2.3410726e+08
PRT,TON,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,931200.44,1.5416006e+06
PRT,TTO,1964,107142.91,DOTS_IP,1.9287222e+08,2.7085725e+08,1.4464293e+08,1.5100006e+08
PRT,TUN,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,6.0250028e+07,8.892861e+07
PRT,TUR,1964,357143.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.5092507e+08,2.2433192e+08
PRT,TUV,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,,
PRT,TZA,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,7.057146e+07,6.3100028e+07
PRT,UGA,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,7.6071464e+07,4.6398948e+07
PRT,URY,1964,71428.6,DOTS_IP,1.9287222e+08,2.7085725e+08,6.4035744e+07,7.039289e+07
PRT,USA,1964,2.250001e+07,DOTS_IP,1.9287222e+08,2.7085725e+08,9.456076e+09,7.1712527e+09
PRT,USSR,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,6.0104556e+09,6.0975636e+09
PRT,VCT,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,1.347497e+06,3.3466585e+06
PRT,VEN,1964,1.03571475e+06,DOTS_IP,1.9287222e+08,2.7085725e+08,1.0222619e+09,4.5089306e+08
PRT,VNM,1964,1.3928578e+06,DOTS_XP,1.9287222e+08,2.7085725e+08,1.917858e+07,8.725004e+07
PRT,VUT,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,3.27643e+06,2.4092868e+06
PRT,WDEU,1964,1.785715e+07,DOTS_IP,1.9287222e+08,2.7085725e+08,5.7771453e+09,5.227145e+09
PRT,WSM,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,2.4285725e+06,3.3928588e+06
PRT,YAR,1964,0.0,COW,1.9287222e+08,2.7085725e+08,,
PRT,YUG,1964,0.0,DOTS_IP,1.9287222e+08,2.7085725e+08,3.16893e+08,4.6164307e+08
PRT,ZAF,1964,1.9642866e+06,DOTS_XP,1.9287222e+08,2.7085725e+08,5.985039e+08,7.5790944e+08
PRT,ZMB,1964,32142.871,DOTS_IP,1.9287222e+08,2.7085725e+08,1.6692864e+08,7.7552536e+07
PRT,ZWE,1964,357143.0,DOTS_XP,1.9287222e+08,2.7085725e+08,1.3745006e+08,1.2072506e+08
PRY,PRT,1964,0.0,DOTS_IP,2.1167866e+07,1.8285722e+07,1.9287222e+08,2.7085725e+08
PYF,PRT,1964,,,3.9667208e+06,2.5427594e+07,1.9287222e+08,2.7085725e+08
QAT,PRT,1964,0.0,DOTS_IP,5.3928596e+07,1.785715e+07,1.9287222e+08,2.7085725e+08
REU,PRT,1964,0.0,DOTS_IP,6.6703985e+06,1.5889308e+07,1.9287222e+08,2.7085725e+08
ROM,PRT,1964,642857.44,DOTS_IP,3.5672515e+08,4.5798234e+08,1.9287222e+08,2.7085725e+08
RWA,PRT,1964,0.0,DOTS_IP,4.285716e+06,4.285716e+06,1.9287222e+08,2.7085725e+08
SAU,PRT,1964,35714.3,DOTS_IP,4.5273008e+08,1.31383176e+08,1.9287222e+08,2.7085725e+08
SDN,PRT,1964,0.0,DOTS_IP,7.014289e+07,9.757147e+07,1.9287222e+08,2.7085725e+08
SEN,PRT,1964,0.0,DOTS_IP,5.3493236e+07,6.2773436e+07,1.9287222e+08,2.7085725e+08
SGP,PRT,1964,0.0,DOTS_IP,3.234005e+08,4.060002e+08,1.9287222e+08,2.7085725e+08
SHN,PRT,1964,0.0,DOTS_IP,,,1.9287222e+08,2.7085725e+08
SLB,PRT,1964,0.0,DOTS_IP,1.6240008e+06,2.4945832e+06,1.9287222e+08,2.7085725e+08
SLE,PRT,1964,0.0,DOTS_IP,3.80943e+07,3.560716e+07,1.9287222e+08,2.7085725e+08
SLV,PRT,1964,0.0,DOTS_IP,6.3607172e+07,6.81786e+07,1.9287222e+08,2.7085725e+08
SOM,PRT,1964,0.0,DOTS_IP,,,1.9287222e+08,2.7085725e+08
SPM,PRT,1964,0.0,DOTS_IP,678571.7,1.892858e+06,1.9287222e+08,2.7085725e+08
STP,PRT,1964,964286.1,DOTS_IP,2.142858e+06,1.7857151e+06,1.9287222e+08,2.7085725e+08
SUR,PRT,1964,0.0,DOTS_IP,2.0982152e+07,2.8750012e+07,1.9287222e+08,2.7085725e+08
SWE,PRT,1964,5.464288e+06,DOTS_IP,1.3087506e+09,1.3710006e+09,1.9287222e+08,2.7085725e+08
SWZ,PRT,1964,,,1.1345005e+07,9.642861e+06,1.9287222e+08,2.7085725e+08
SYC,PRT,1964,0.0,DOTS_IP,489000.22,884253.94,1.9287222e+08,2.7085725e+08
SYR,PRT,1964,107142.91,DOTS_IP,8.487504e+07,8.3857176e+07,1.9287222e+08,2.7085725e+08
TCD,PRT,1964,0.0,DOTS_IP,9.467754e+06,1.2351184e+07,1.9287222e+08,2.7085725e+08
TGO,PRT,1964,0.0,DOTS_IP,1.2267862e+07,1.4750007e+07,1.9287222e+08,2.7085725e+08
THA,PRT,1964,678571.75,DOTS_IP,2.1186474e+08,2.3410726e+08,1.9287222e+08,2.7085725e+08
TON,PRT,1964,0.0,DOTS_IP,931200.44,1.5416006e+06,1.9287222e+08,2.7085725e+08
TTO,PRT,1964,71428.6,DOTS_XP,1.4464293e+08,1.5100006e+08,1.9287222e+08,2.7085725e+08
TUN,PRT,1964,0.0,DOTS_IP,6.0250028e+07,8.892861e+07,1.9287222e+08,2.7085725e+08
TUR,PRT,1964,4.750002e+06,DOTS_IP,1.5092507e+08,2.2433192e+08,1.9287222e+08,2.7085725e+08
TUV,PRT,1964,0.0,DOTS_IP,,,1.9287222e+08,2.7085725e+08
TWN,PRT,1964,,,,,1.9287222e+08,2.7085725e+08
TZA,PRT,1964,0.0,DOTS_IP,7.057146e+07,6.3100028e+07,1.9287222e+08,2.7085725e+08
UGA,PRT,1964,0.0,DOTS_IP,7.6071464e+07,4.6398948e+07,1.9287222e+08,2.7085725e+08
URY,PRT,1964,642857.44,DOTS_IP,6.4035744e+07,7.039289e+07,1.9287222e+08,2.7085725e+08
USA,PRT,1964,2.8428584e+07,DOTS_IP,9.456076e+09,7.1712527e+09,1.9287222e+08,2.7085725e+08
USSR,PRT,1964,0.0,DOTS_IP,6.0104556e+09,6.0975636e+09,1.9287222e+08,2.7085725e+08
VCT,PRT,1964,0.0,DOTS_IP,1.347497e+06,3.3466585e+06,1.9287222e+08,2.7085725e+08
VEN,PRT,1964,571428.8,DOTS_IP,1.0222619e+09,4.5089306e+08,1.9287222e+08,2.7085725e+08
VNM,PRT,1964,0.0,DOTS_IP,1.917858e+07,8.725004e+07,1.9287222e+08,2.7085725e+08
VUT,PRT,1964,0.0,DOTS_IP,3.27643e+06,2.4092868e+06,1.9287222e+08,2.7085725e+08
WDEU,PRT,1964,4.1428588e+07,DOTS_IP,5.7771453e+09,5.227145e+09,1.9287222e+08,2.7085725e+08
WSM,PRT,1964,0.0,DOTS_IP,2.4285725e+06,3.3928588e+06,1.9287222e+08,2.7085725e+08
YAR,PRT,1964,107142.91,COW,,,1.9287222e+08,2.7085725e+08
YUG,PRT,1964,0.0,DOTS_IP,3.16893e+08,4.6164307e+08,1.9287222e+08,2.7085725e+08
ZAF,PRT,1964,1.7142865e+06,DOTS_IP,5.985039e+08,7.5790944e+08,1.9287222e+08,2.7085725e+08
ZMB,PRT,1964,313928.72,DOTS_XP,1.6692864e+08,7.7552536e+07,1.9287222e+08,2.7085725e+08
ZWE,PRT,1964,571428.8,DOTS_IP,1.3745006e+08,1.2072506e+08,1.9287222e+08,2.7085725e+08
AFG,PRT,1965,0.0,DOTS_IP,2.5035726e+07,4.6785736e+07,2.2026189e+08,3.2853587e+08
AGO,PRT,1965,2.557144e+07,DOTS_IP,7.683218e+07,6.953574e+07,2.2026189e+08,3.2853587e+08
ALB,PRT,1965,0.0,DOTS_IP,2.5964298e+06,8.528575e+06,2.2026189e+08,3.2853587e+08
ANT,PRT,1965,2.4285725e+06,DOTS_IP,2.236176e+08,2.7118762e+08,2.2026189e+08,3.2853587e+08
ARE,PRT,1965,0.0,DOTS_IP,6.7857176e+07,8.0357176e+07,2.2026189e+08,3.2853587e+08
ARG,PRT,1965,2.1071438e+06,DOTS_IP,5.650584e+08,4.2096448e+08,2.2026189e+08,3.2853587e+08
ATG,PRT,1965,0.0,DOTS_IP,1.428572e+06,6.7857175e+06,2.2026189e+08,3.2853587e+08
AUS,PRT,1965,1.071429e+06,DOTS_IP,1.0428576e+09,1.3032649e+09,2.2026189e+08,3.2853587e+08
AUT,PRT,1965,2.6785725e+06,DOTS_IP,5.698574e+08,7.479289e+08,2.2026189e+08,3.2853587e+08
BDI,PRT,1965,0.0,DOTS_IP,1.2142863e+07,6.4285745e+06,2.2026189e+08,3.2853587e+08
BEL,PRT,1965,1.1357148e+07,DOTS_IP,2.273894e+09,2.2929923e+09,2.2026189e+08,3.2853587e+08
BEN,PRT,1965,0.0,DOTS_IP,5.8571455e+06,1.2178577e+07,2.2026189e+08,3.2853587e+08
BFA,PRT,1965,0.0,DOTS_IP,5.214288e+06,1.3265577e+07,2.2026189e+08,3.2853587e+08
BGD,PRT,1965,0.0,DOTS_IP,,,2.2026189e+08,3.2853587e+08
BGR,PRT,1965,0.0,DOTS_IP,4.2735062e+08,4.2735062e+08,2.2026189e+08,3.2853587e+08
BHR,PRT,1965,2.1785725e+06,DOTS_IP,5.878574e+07,5.8392884e+07,2.2026189e+08,3.2853587e+08
BHS,PRT,1965,0.0,DOTS_IP,1.0655719e+07,6.2264316e+07,2.2026189e+08,3.2853587e+08
BLZ,PRT,1965,0.0,DOTS_IP,7.000003e+06,1.1273382e+07,2.2026189e+08,3.2853587e+08
BMU,PRT,1965,0.0,DOTS_IP,1.9535722e+07,3.639287e+07,2.2026189e+08,3.2853587e+08
BOL,PRT,1965,0.0,DOTS_IP,4.7107164e+07,4.789288e+07,2.2026189e+08,3.2853587e+08
BRA,PRT,1965,2.1785725e+06,DOTS_IP,6.2032525e+08,4.3061088e+08,2.2026189e+08,3.2853587e+08
BRB,PRT,1965,0.0,DOTS_IP,1.3389542e+07,2.3857154e+07,2.2026189e+08,3.2853587e+08
BRN,PRT,1965,0.0,DOTS_IP,2.3214296e+07,1.2857149e+07,2.2026189e+08,3.2853587e+08
BWA,PRT,1965,0.0,DOTS_IP,5.1195025e+06,8.2955035e+06,2.2026189e+08,3.2853587e+08
CAF,PRT,1965,0.0,DOTS_IP,9.321433e+06,9.71429e+06,2.2026189e+08,3.2853587e+08
CAN,PRT,1965,1.9642866e+06,DOTS_IP,3.0269402e+09,3.2548585e+09,2.2026189e+08,3.2853587e+08
CHE,PRT,1965,1.1464291e+07,DOTS_IP,1.0592147e+09,1.3450332e+09,2.2026189e+08,3.2853587e+08
CHL,PRT,1965,35714.3,DOTS_XP,2.919555e+08,2.1553582e+08,2.2026189e+08,3.2853587e+08
CHN,PRT,1965,71428.6,DOTS_IP,9.154147e+08,8.0225754e+08,2.2026189e+08,3.2853587e+08
CIV,PRT,1965,0.0,DOTS_IP,1.1275719e+08,8.425004e+07,2.2026189e+08,3.2853587e+08
CMR,PRT,1965,0.0,DOTS_IP,5.963217e+07,4.807145e+07,2.2026189e+08,3.2853587e+08
COD,PRT,1965,0.0,DOTS_IP,1.5176936e+08,1.1453577e+08,2.2026189e+08,3.2853587e+08
COG,PRT,1965,71428.6,DOTS_XP,1.6825008e+07,2.3071438e+07,2.2026189e+08,3.2853587e+08
COL,PRT,1965,0.0,DOTS_IP,2.2993618e+08,1.6146435e+08,2.2026189e+08,3.2853587e+08
COM,PRT,1965,0.0,DOTS_IP,1.3238078e+06,2.3481295e+06,2.2026189e+08,3.2853587e+08
CPV,PRT,1965,285714.4,DOTS_IP,321428.72,2.7142868e+06,2.2026189e+08,3.2853587e+08
CRI,PRT,1965,0.0,DOTS_IP,4.663002e+07,6.3607172e+07,2.2026189e+08,3.2853587e+08
